t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1758266190,18,848,177.27777777777777,1,277.4725859390661,3.0,436.25,848.0,848.0,848.0,848.0
1758266220,24,848,133.45833333333334,1,250.8339099131512,3.0,177.75,787.5,848.0,848.0,848.0
1758266400,7,758,360.14285714285717,18,288.6996297027002,491.0,536.0,758.0,758.0,758.0,758.0
1758266430,7,758,360.14285714285717,18,288.6996297027002,491.0,536.0,758.0,758.0,758.0,758.0
1758266460,7,758,360.14285714285717,18,288.6996297027002,491.0,536.0,758.0,758.0,758.0,758.0
1758266490,7,758,360.14285714285717,18,288.6996297027002,491.0,536.0,758.0,758.0,758.0,758.0
1758266520,7,758,360.14285714285717,18,288.6996297027002,491.0,536.0,758.0,758.0,758.0,758.0
1758266550,7,758,360.14285714285717,18,288.6996297027002,491.0,536.0,758.0,758.0,758.0,758.0
1758266580,7,758,360.14285714285717,18,288.6996297027002,491.0,536.0,758.0,758.0,758.0,758.0
1758266610,7,758,360.14285714285717,18,288.6996297027002,491.0,536.0,758.0,758.0,758.0,758.0
1758266640,7,758,360.14285714285717,18,288.6996297027002,491.0,536.0,758.0,758.0,758.0,758.0
1758266670,8,758,315.625,4,295.4579677623971,315.5,535.0,758.0,758.0,758.0,758.0
1758266700,8,758,315.625,4,295.4579677623971,315.5,535.0,758.0,758.0,758.0,758.0
1758266730,8,758,315.625,4,295.4579677623971,315.5,535.0,758.0,758.0,758.0,758.0
1758266760,8,758,315.625,4,295.4579677623971,315.5,535.0,758.0,758.0,758.0,758.0
1758266790,8,758,315.625,4,295.4579677623971,315.5,535.0,758.0,758.0,758.0,758.0
1758266820,8,758,315.625,4,295.4579677623971,315.5,535.0,758.0,758.0,758.0,758.0
1758266850,27,758,108.70370370370371,0,206.23041908260225,23.0,60.0,669.1999999999996,758.0,758.0,758.0
1758266880,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758266910,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758266940,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758266970,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267000,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267030,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267060,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267090,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267120,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267150,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267180,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267210,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267240,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267270,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267300,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267330,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267360,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267390,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267420,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267450,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267480,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267510,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267540,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267570,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267600,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267630,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267660,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267690,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267720,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267750,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267780,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267810,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267840,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267870,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267900,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267930,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267960,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758267990,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758268020,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758268050,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758268080,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758268110,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758268140,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758268170,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758268200,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758268231,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758268261,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758268291,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
1758268321,31,758,100.3225806451613,0,193.89952502894795,23.0,60.0,624.7999999999997,758.0,758.0,758.0
